Paragraph text,Classification_label
"(10) On an appeal against a direction under paragraph (1) in a case where the direction was made pursuant to a direction of the Secretary of State under regulation 3, a summons is to be issued to both the Secretary of State and the local authority.","0,0,0,0,0,0,0,0"
"(1) Subject to regulation 2, a local authority may give a direction imposing prohibitions, requirements or restrictions in relation to access to—
(a)a specified public outdoor place in its area, or
(b)public outdoor places in its area of a specified description.","0,0,0,1,0,0,0,0"
(2) A direction under paragraph (1) may in particular prohibit access at specified times.,"0,0,0,1,0,0,0,0"
"(3) A direction under paragraph (1) must—
(a)specify or describe the public outdoor place or places to which it relates in sufficient detail to enable the boundaries of the place or places to be determined,
(b)state the date and time on which any prohibition, requirement or restriction imposed by the direction comes into effect, and the date and time on which it will end, and
(c)give details of the right of appeal to a magistrates’ court, and the time within which such an appeal may be brought.","0,0,0,1,0,0,0,0"
"(4) Where a local authority gives a direction under paragraph (1) it must take reasonable steps—
(a)to give advance notice of the direction to a person carrying on a business from premises within a public outdoor place to which the direction relates, and
(b)to ensure that the direction is brought to the attention of any person who owns, occupies or is responsible for any land or premises in a public outdoor place to which the direction relates.","1,0,0,1,0,0,0,1"
"(5) Any person who owns, occupies or is responsible for land or premises in a public outdoor place to which a direction under paragraph (1) relates may—
(a)appeal against the direction to a magistrates’ court by way of complaint for an order and the Magistrates’ Courts Act 1980 applies to the proceedings, and
(b)make representations to the Secretary of State about the direction.","0,0,0,1,0,0,0,1"
"(6) On an appeal against a direction under paragraph (1) in a case where the direction was made pursuant to a direction of the Secretary of State under regulation 3, a summons is to be issued to both the Secretary of State and the local authority.","0,0,0,0,0,0,0,0"
(1) A local authority which has given a direction under regulation 6(1) must take reasonable steps to prevent or restrict public access to the public outdoor place or places to which the direction relates in accordance with the direction.,"1,0,0,1,0,0,0,0"
"(2) Any person, other than a local authority mentioned in paragraph (1), who owns, occupies or is responsible for land in a public outdoor place to which a direction under regulation 6(1) relates must take reasonable steps to prevent or restrict public access to that land in accordance with the direction.","0,0,0,1,0,0,0,0"
"(3) No person may without reasonable excuse enter or remain in a public outdoor place to which a direction under regulation 6(1) relates in contravention of a prohibition, requirement or restriction imposed by the direction.","0,1,0,1,0,0,0,0"
"(4) For the purposes of paragraph (3), a reasonable excuse includes where—
(a)the person owns, occupies or is responsible for any land or premises in a public outdoor place to which the direction relates,
(b)the person needs to enter a public outdoor place to which the direction relates to obtain access to, or to leave, the place where they are living,
(c)the person is visiting a person who falls within a description of person in sub-paragraph (a) or (b),","0,0,0,1,0,0,0,0"
"(4) For the purposes of paragraph (3), a reasonable excuse includes where (d)the person needs to enter or remain in a public outdoor place to which the direction relates—
(i)to avoid injury or illness or to escape a risk of harm,
(ii)to continue existing arrangements for access to, and contact between, parents and children where the children do not live in the same household as their parents, or one of their parents,
(iii)to fulfil a legal obligation or to participate in legal proceedings, or","0,0,0,1,0,0,0,0"
"(4) For the purposes of paragraph (3), a reasonable excuse includes where(e)it is reasonably necessary for a person to enter or remain in a public outdoor place to which the direction relates—
(i)for work purposes, or for the provision of voluntary or charitable services,
(ii)to facilitate a house move,
(iii)to provide care or assistance to a vulnerable person, including relevant personal care within the meaning of paragraph 7(3B) of Schedule 4 to the Safeguarding Vulnerable Groups Act 2006(1), or
(iv)to provide emergency assistance.","0,0,0,1,0,0,0,0"
"(1) A local authority designated officer or a constable may take such action as is necessary to enforce a direction under regulation 4(1), 5(1) or 6(1).","1,0,0,0,0,0,0,0"
"(2) A local authority designated officer may give a prohibition notice to a person if the officer reasonably believes that—

(a)the person is contravening a direction under regulation 4(1) or 5(1), and
(b)it is necessary and proportionate to give the prohibition notice for the purpose of preventing that person from continuing to do so.","1,0,0,0,0,0,0,0"
"(3) Where a constable considers that an event is being held in contravention of a direction under regulation 5(1), the constable may—
(a)direct the event to stop,
","1,0,0,0,0,0,0,0"
"3) Where a constable considers that an event is being held in contravention of a direction under regulation 5(1), the constable may— (b)direct a person to leave the event, and","1,0,0,0,0,0,0,0"
"(3) Where a constable considers that an event is being held in contravention of a direction under regulation 5(1), the constable may 
(c)remove a person from the event.","1,0,0,0,0,0,0,0"
"(4) Where a constable considers that a person is, without reasonable excuse, in a public outdoor place in contravention of regulation 7(3), the constable may—
(a)direct that person to leave the place, and","1,0,0,0,0,0,0,0"
"(4) Where a constable considers that a person is, without reasonable excuse, in a public outdoor place in contravention of regulation 7(3), the constable may (b)remove that person from the place.","1,0,0,0,0,0,0,0"
"(5) A constable exercising the power in paragraph (3)(c) or (4)(b) to remove a person from an event or place may use reasonable force, if necessary, in exercise of the power.","1,0,0,0,0,0,0,0"
"(6) Where a child is at an event held in contravention of a direction under regulation 5(1), or is in a public outdoor place in contravention of regulation 7(3), and is accompanied by an individual who has responsibility for the child—

(a)a constable may direct that individual to remove the child from the event or place, and
(b)that individual must, so far as reasonably practicable, ensure that the child complies with any direction or instruction given by the constable to the child.","1,0,0,0,0,0,0,0"
